zipcode,cbsa_code,title,state_name,state_fips,metro
00501,35620,"New York-Newark, NY-NJ-CT-PA",New Jersey,34,New York City
00501,35620,"New York-Newark, NY-NJ-CT-PA",New York,36,New York City
00501,35620,"New York-Newark, NY-NJ-CT-PA",Pennsylvania,42,New York City
00601,10260,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00601,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00602,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00603,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00604,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00605,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00606,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00610,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00611,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00612,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00612,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00612,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00613,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00614,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00616,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00617,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00622,41900,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00623,32420,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00623,41900,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00624,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00627,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00631,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00637,41900,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00638,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00641,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00641,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00646,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00647,41900,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00647,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00650,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00650,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00652,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00653,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00656,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00659,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00660,32420,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00662,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00662,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00664,27580,"Jayuya, PR",Puerto Rico,72,N/A
00667,41900,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00669,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00670,32420,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00674,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00676,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00677,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00678,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00680,32420,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00680,41900,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00681,32420,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00682,32420,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00683,41900,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00683,32420,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00685,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00687,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00688,11640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00690,10380,"Aguadilla-Isabela, PR",Puerto Rico,72,N/A
00692,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00693,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00694,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00698,41900,"Mayagüez-San Germán, PR",Puerto Rico,72,N/A
00698,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00703,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00704,17640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00705,17620,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00705,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00707,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00714,25020,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00715,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00716,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00717,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00718,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00719,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00720,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00720,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00721,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00723,25020,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00723,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00725,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00726,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00727,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00728,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00729,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00730,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00731,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00732,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00733,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00735,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00736,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00737,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00738,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00739,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00740,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00741,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00742,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00744,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00745,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00751,42180,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00751,17640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00754,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00757,42180,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00757,17640,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00766,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00767,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00769,17620,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00771,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00772,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00773,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00777,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00778,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00780,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00782,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00783,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00784,25020,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00785,25020,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00786,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00791,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00792,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00794,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00795,38660,"Ponce-Coamo-Santa Isabel, PR",Puerto Rico,72,N/A
00901,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00902,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00907,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00908,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00909,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00910,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00911,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00912,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00913,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00914,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00915,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00916,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00917,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00918,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00919,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00920,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00921,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00922,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00923,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00924,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00925,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00926,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00927,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00928,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00929,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00931,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00934,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00935,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00936,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00937,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00940,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00949,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00950,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00951,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00952,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00953,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00954,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00956,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00957,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00958,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00959,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00960,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00961,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00962,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00963,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00965,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00966,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00968,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00969,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00970,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00971,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00975,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00976,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00977,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00979,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00981,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00982,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00983,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00984,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00985,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00986,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00987,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
00988,41980,"San Juan-Carolina, PR",Puerto Rico,72,N/A
01001,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01002,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01002,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01003,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01004,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01005,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01005,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01007,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01008,38340,"Pittsfield, MA",Massachusetts,25,N/A
01008,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01009,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01010,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01010,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01010,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01011,38340,"Pittsfield, MA",Massachusetts,25,N/A
01011,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01012,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01013,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01014,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01020,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01021,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01022,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01026,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01026,38340,"Pittsfield, MA",Massachusetts,25,N/A
01027,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01028,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01029,38340,"Pittsfield, MA",Massachusetts,25,N/A
01030,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01031,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01031,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01032,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01033,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01034,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01035,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01036,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01037,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01037,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01038,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01039,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01039,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01040,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01041,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01050,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01053,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01054,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01054,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01056,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01057,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01059,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01060,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01061,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01062,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01063,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01066,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01068,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01068,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01069,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01070,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01070,38340,"Pittsfield, MA",Massachusetts,25,N/A
01070,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01071,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01072,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01072,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01073,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01074,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01074,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01075,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01077,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01079,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01080,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01081,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01082,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01082,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01082,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01083,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01083,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01084,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01085,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01088,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01089,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01090,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01092,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01092,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01093,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01093,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01094,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01094,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01095,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01096,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01096,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01097,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01098,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01101,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01103,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01104,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01105,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01106,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01107,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01108,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01109,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01111,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01115,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01116,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01118,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01119,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01128,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01129,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01138,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01139,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01144,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01151,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01152,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01199,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01201,38340,"Pittsfield, MA",Massachusetts,25,N/A
01202,38340,"Pittsfield, MA",Massachusetts,25,N/A
01220,38340,"Pittsfield, MA",Massachusetts,25,N/A
01222,38340,"Pittsfield, MA",Massachusetts,25,N/A
01223,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01223,38340,"Pittsfield, MA",Massachusetts,25,N/A
01224,38340,"Pittsfield, MA",Massachusetts,25,N/A
01225,38340,"Pittsfield, MA",Massachusetts,25,N/A
01226,38340,"Pittsfield, MA",Massachusetts,25,N/A
01227,38340,"Pittsfield, MA",Massachusetts,25,N/A
01229,38340,"Pittsfield, MA",Massachusetts,25,N/A
01230,38340,"Pittsfield, MA",Massachusetts,25,N/A
01235,38340,"Pittsfield, MA",Massachusetts,25,N/A
01235,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01236,38340,"Pittsfield, MA",Massachusetts,25,N/A
01237,38340,"Pittsfield, MA",Massachusetts,25,N/A
01238,38340,"Pittsfield, MA",Massachusetts,25,N/A
01240,38340,"Pittsfield, MA",Massachusetts,25,N/A
01242,38340,"Pittsfield, MA",Massachusetts,25,N/A
01243,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01244,38340,"Pittsfield, MA",Massachusetts,25,N/A
01245,38340,"Pittsfield, MA",Massachusetts,25,N/A
01247,38340,"Pittsfield, MA",Massachusetts,25,N/A
01247,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01247,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01252,38340,"Pittsfield, MA",Massachusetts,25,N/A
01253,38340,"Pittsfield, MA",Massachusetts,25,N/A
01254,38340,"Pittsfield, MA",Massachusetts,25,N/A
01255,38340,"Pittsfield, MA",Massachusetts,25,N/A
01256,38340,"Pittsfield, MA",Massachusetts,25,N/A
01257,38340,"Pittsfield, MA",Massachusetts,25,N/A
01258,38340,"Pittsfield, MA",Massachusetts,25,N/A
01259,38340,"Pittsfield, MA",Massachusetts,25,N/A
01260,38340,"Pittsfield, MA",Massachusetts,25,N/A
01262,38340,"Pittsfield, MA",Massachusetts,25,N/A
01263,38340,"Pittsfield, MA",Massachusetts,25,N/A
01264,38340,"Pittsfield, MA",Massachusetts,25,N/A
01266,38340,"Pittsfield, MA",Massachusetts,25,N/A
01267,38340,"Pittsfield, MA",Massachusetts,25,N/A
01270,38340,"Pittsfield, MA",Massachusetts,25,N/A
01301,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01301,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01302,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01302,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01330,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01330,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01331,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01331,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01331,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01331,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01337,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01337,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01338,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01338,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01339,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01339,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01340,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01340,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01341,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01341,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01342,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01342,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01343,38340,"Pittsfield, MA",Massachusetts,25,N/A
01343,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01343,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01344,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01344,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01346,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01346,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01347,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01347,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01349,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01349,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01350,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01350,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01351,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01351,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01354,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01354,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01355,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01355,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01360,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01360,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01364,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01364,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01364,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01364,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01366,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
01366,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Massachusetts,25,Boston
01367,44140,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01367,24640,"Springfield-Greenfield Town, MA",Massachusetts,25,N/A
01367,38340,"Pittsfield, MA",Massachusetts,25,N/A
01368,49340,"Boston-Worcester-Providence, MA-RI-NH-CT",Connecticut,9,Boston
