college_id,major_id
219602,100
220312,100
220552,100
220978,100
221759,100
221768,100
221838,100
221847,100
222053,100
222062,100
222178,100
222831,100
223427,100
223816,100
223922,100
224110,100
224554,100
224891,100
225070,100
225308,100
225371,100
225423,100
225520,100
226204,100
226383,100
226578,100
227146,100
227225,100
227304,100
227386,100
227401,100
227526,100
227881,100
228158,100
228431,100
228459,100
228501,100
228529,100
228547,100
228705,100
228723,100
228875,100
229115,100
229504,100
229799,100
229814,100
229832,100
229841,100
230038,100
230597,100
230603,100
230728,100
230898,100
231095,100
231165,100
231174,100
231420,100
232025,100
232089,100
232414,100
232946,100
233116,100
233639,100
233772,100
233903,100
233921,100
233949,100
234155,100
234711,100
234845,100
234979,100
235103,100
235431,100
235699,100
236212,100
236258,100
236504,100
236638,100
236692,100
236753,100
236887,100
236939,100
236975,100
237109,100
237181,100
237552,100
237686,100
237701,100
238032,100
238263,100
238397,100
238722,100
238759,100
239008,100
239220,100
239248,100
239390,100
239460,100
239488,100
239910,100
240116,100
240170,100
240198,100
240444,100
240462,100
240471,100
240480,100
240505,100
240514,100
240596,100
240620,100
240657,100
240666,100
240727,100
240736,100
240754,100
243188,100
243197,100
243638,100
243647,100
243780,100
246017,100
246354,100
246813,100
247603,100
247940,100
363165,100
364548,100
366252,100
366401,100
366465,100
367459,100
376288,100
376330,100
383190,100
392354,100
403478,100
403487,100
418320,100
420431,100
420723,100
421896,100
428392,100
430795,100
434672,100
436818,100
436827,100
436836,100
437103,100
440828,100
442879,100
446774,100
448600,100
455114,100
455512,100
461643,100
463056,100
479956,100
481137,100
485458,100
486576,100
487162,100
487320,100
487904,100
491534,100
100654,790
100751,790
100830,790
100858,790
100937,790
101602,790
101675,790
101709,790
102049,790
102368,790
102553,790
102614,790
102632,790
102669,790
104151,790
104160,790
104179,790
104577,790
104717,790
105154,790
105297,790
105330,790
105428,790
105589,790
105668,790
105792,790
106397,790
106412,790
106458,790
106467,790
106485,790
106704,790
106795,790
107080,790
107512,790
107558,790
107992,790
109208,790
109819,790
110097,790
110246,790
110361,790
110413,790
110422,790
110486,790
110510,790
110538,790
110556,790
110574,790
110583,790
110617,790
110635,790
110644,790
110653,790
110662,790
110671,790
110680,790
110705,790
110714,790
111920,790
111948,790
112172,790
112260,790
112561,790
113096,790
113111,790
113333,790
113573,790
113634,790
114433,790
114813,790
114859,790
115755,790
117052,790
117140,790
117636,790
117946,790
118888,790
119137,790
119164,790
119605,790
120254,790
120290,790
120883,790
120971,790
121257,790
121309,790
121345,790
121691,790
121707,790
122205,790
122409,790
122436,790
122597,790
122612,790
122728,790
122755,790
122889,790
122931,790
122977,790
123013,790
123165,790
123299,790
123341,790
123527,790
123554,790
123572,790
123961,790
125499,790
125763,790
126614,790
126678,790
126711,790
126748,790
126818,790
127060,790
127185,790
127200,790
127556,790
127565,790
127653,790
127820,790
127909,790
127918,790
128106,790
128391,790
129020,790
129154,790
129242,790
129695,790
129756,790
129774,790
129941,790
130040,790
130183,790
130396,790
130493,790
130590,790
130697,790
130794,790
130934,790
130943,790
131098,790
131159,790
131469,790
132657,790
132709,790
132903,790
133386,790
133492,790
133650,790
133669,790
133702,790
133711,790
133881,790
133951,790
133960,790
134079,790
134097,790
134130,790
134495,790
135160,790
135188,790
135726,790
136215,790
136358,790
136950,790
137078,790
137351,790
137546,790
137847,790
138354,790
138558,790
139144,790
139658,790
139861,790
139959,790
140818,790
141060,790
141325,790
141361,790
141486,790
141565,790
141574,790
141644,790
142115,790
142276,790
142285,790
142294,790
142443,790
142522,790
143084,790
143358,790
144050,790
144740,790
144971,790
145619,790
145637,790
145646,790
145691,790
146296,790
146339,790
146427,790
146472,790
146481,790
146612,790
146719,790
147013,790
147244,790
147341,790
147679,790
147703,790
147767,790
147776,790
148016,790
148496,790
148654,790
148821,790
149222,790
149231,790
149781,790
150136,790
150163,790
150400,790
150455,790
150668,790
150677,790
150756,790
151111,790
151263,790
151306,790
151342,790
151351,790
151379,790
151777,790
152080,790
152336,790
152530,790
152600,790
152637,790
152992,790
153001,790
153108,790
153144,790
153162,790
153250,790
153269,790
153278,790
153445,790
153533,790
153603,790
153658,790
153737,790
153834,790
154022,790
154095,790
154350,790
154493,790
154527,790
155140,790
155317,790
155399,790
155511,790
156286,790
156365,790
156408,790
156620,790
157058,790
157085,790
157216,790
157401,790
157447,790
157809,790
158088,790
159391,790
159647,790
159656,790
159717,790
160621,790
160658,790
160755,790
160977,790
161086,790
161226,790
161235,790
161244,790
161253,790
161341,790
161457,790
161518,790
161554,790
161572,790
161688,790
161873,790
162122,790
162168,790
162584,790
162609,790
162654,790
162760,790
162928,790
163204,790
163268,790
163286,790
163462,790
163657,790
163851,790
163912,790
164076,790
164173,790
164216,790
164270,790
164465,790
164492,790
164562,790
164775,790
164924,790
164988,790
165015,790
165194,790
165334,790
165644,790
165699,790
165866,790
165981,790
166018,790
166027,790
166124,790
166391,790
166452,790
166513,790
166629,790
166638,790
166692,790
166850,790
166939,790
166957,790
167288,790
167312,790
167358,790
167534,790
167783,790
167792,790
167835,790
167996,790
168005,790
168148,790
168218,790
168263,790
168281,790
168342,790
168430,790
168528,790
168546,790
168591,790
168883,790
169080,790
169248,790
169798,790
169992,790
170082,790
170240,790
170444,790
170639,790
170806,790
170976,790
171100,790
171128,790
171137,790
171146,790
171456,790
171483,790
171571,790
171599,790
172264,790
172617,790
172644,790
172699,790
172963,790
173045,790
173124,790
173160,790
173203,790
173258,790
173300,790
173559,790
173647,790
173665,790
173805,790
173902,790
173920,790
174020,790
174066,790
174075,790
174233,790
174251,790
174358,790
174738,790
174747,790
174783,790
174792,790
174844,790
174914,790
175005,790
175078,790
175157,790
175652,790
175810,790
175829,790
175883,790
176071,790
176080,790
176947,790
177065,790
177117,790
177214,790
177339,790
177472,790
177940,790
177968,790
178059,790
178387,790
178396,790
178402,790
178624,790
178697,790
179159,790
179557,790
179566,790
179645,790
179867,790
179946,790
180106,790
180179,790
180197,790
180203,790
180328,790
180461,790
180489,790
180595,790
180647,790
180692,790
180984,790
181002,790
181020,790
181394,790
181464,790
182281,790
182290,790
182306,790
182458,790
182500,790
182634,790
182670,790
182795,790
182980,790
183026,790
183044,790
183062,790
183080,790
183099,790
183105,790
183239,790
183655,790
183859,790
183974,790
184348,790
184782,790
184995,790
185873,790
186201,790
186283,790
186380,790
186584,790
186876,790
187444,790
187596,790
187648,790
187897,790
187967,790
187985,790
188030,790
188058,790
188216,790
188304,790
188429,790
188641,790
189097,790
189547,790
189705,790
190044,790
190099,790
190150,790
190169,790
190415,790
190442,790
190549,790
190567,790
190594,790
190628,790
190637,790
190646,790
190664,790
190673,790
190983,790
191083,790
191199,790
191241,790
191515,790
191630,790
191649,790
191719,790
191931,790
191968,790
191986,790
192192,790
192323,790
192703,790
192749,790
192819,790
192864,790
193584,790
193654,790
193946,790
193973,790
194028,790
194310,790
194392,790
194824,790
195003,790
195030,790
195058,790
195164,790
195216,790
195526,790
195809,790
195988,790
196015,790
196033,790
196051,790
196079,790
196097,790
196103,790
196121,790
196185,790
196200,790
196219,790
196246,790
196565,790
196680,790
196699,790
196866,790
197036,790
197133,790
197230,790
197294,790
197869,790
198039,790
198066,790
198154,790
198215,790
198385,790
198419,790
198516,790
198552,790
198613,790
198668,790
198835,790
198950,790
199023,790
199032,790
199111,790
199120,790
199157,790
199193,790
199209,790
199218,790
199263,790
199272,790
199281,790
199306,790
199607,790
199865,790
199892,790
199908,790
200004,790
200059,790
200086,790
200280,790
200314,790
200332,790
200466,790
200554,790
200572,790
201104,790
201195,790
201441,790
201548,790
201654,790
201885,790
202134,790
202514,790
202523,790
203085,790
203128,790
203155,790
203331,790
203368,790
203474,790
203517,790
203535,790
203757,790
203775,790
203845,790
204185,790
204255,790
204501,790
204617,790
204635,790
204662,790
204796,790
204857,790
204909,790
204936,790
204945,790
205203,790
206084,790
206446,790
206525,790
206622,790
206695,790
207050,790
207236,790
207290,790
207388,790
207458,790
207500,790
207847,790
207935,790
207971,790
208318,790
209038,790
209056,790
209065,790
209074,790
209250,790
209506,790
209542,790
209551,790
209612,790
209807,790
209825,790
209922,790
210146,790
210155,790
210234,790
210401,790
210571,790
210669,790
211291,790
211307,790
211361,790
211556,790
211583,790
211644,790
211981,790
212009,790
212054,790
212106,790
212160,790
212577,790
212601,790
212656,790
212674,790
212878,790
213251,790
213303,790
213321,790
213349,790
213367,790
213376,790
213385,790
213507,790
213525,790
213543,790
213598,790
213783,790
213826,790
213987,790
213996,790
214111,790
214157,790
214175,790
214379,790
214591,790
214670,790
214689,790
214740,790
214777,790
214786,790
214795,790
215062,790
215132,790
215655,790
215743,790
215770,790
215798,790
215929,790
216010,790
216278,790
216287,790
216339,790
216357,790
216524,790
216597,790
216667,790
216807,790
216852,790
217013,790
217156,790
217165,790
217402,790
217420,790
217484,790
217518,790
217536,790
217776,790
217873,790
217882,790
218140,790
218229,790
218663,790
218858,790
218964,790
218973,790
219091,790
219143,790
219356,790
219709,790
219976,790
220215,790
220312,790
220631,790
220710,790
221351,790
221519,790
221740,790
221759,790
221768,790
221847,790
221953,790
222178,790
222831,790
222983,790
222992,790
223232,790
223816,790
224004,790
224147,790
224226,790
224554,790
225414,790
225511,790
225575,790
225627,790
226091,790
226383,790
227368,790
227757,790
227845,790
227863,790
227924,790
228149,790
228158,790
228246,790
228316,790
228343,790
228431,790
228459,790
228501,790
228529,790
228705,790
228723,790
228769,790
228778,790
228796,790
228875,790
229027,790
229115,790
229267,790
229355,790
229780,790
229814,790
230597,790
230728,790
230737,790
230746,790
230764,790
230807,790
230816,790
230834,790
230852,790
230861,790
230898,790
230913,790
230940,790
230959,790
230995,790
231059,790
231165,790
231174,790
231420,790
231536,790
231581,790
231873,790
232025,790
232043,790
232089,790
232186,790
232308,790
232566,790
232609,790
232788,790
233295,790
233301,790
233374,790
233426,790
233541,790
233718,790
233921,790
234030,790
234076,790
234207,790
234696,790
234827,790
235097,790
235316,790
235334,790
235343,790
235422,790
235547,790
236133,790
236328,790
236504,790
236595,790
236638,790
236692,790
236887,790
236939,790
236948,790
237011,790
237118,790
237181,790
237358,790
237385,790
237525,790
237701,790
237792,790
237969,790
238032,790
238078,790
238333,790
238458,790
238476,790
238616,790
238661,790
238722,790
239017,790
239220,790
239512,790
239628,790
239716,790
240189,790
240277,790
240338,790
240365,790
240374,790
240417,790
240444,790
240453,790
240462,790
240471,790
240480,790
240505,790
240596,790
240620,790
240657,790
240727,790
240736,790
240790,790
241395,790
241410,790
241739,790
242042,790
242662,790
242705,790
243179,790
243221,790
243780,790
247603,790
260901,790
262129,790
364016,790
364025,790
366252,790
366340,790
366465,790
366711,790
367459,790
368911,790
377555,790
377564,790
380368,790
380377,790
383190,790
385619,790
407009,790
409698,790
413617,790
413626,790
417868,790
420538,790
420574,790
428392,790
433660,790
434016,790
436818,790
436827,790
436836,790
439190,790
440828,790
441900,790
441937,790
446048,790
447689,790
448840,790
449339,790
450933,790
455114,790
461315,790
463056,790
479956,790
482680,790
482705,790
483018,790
483124,790
484613,790
485458,790
486840,790
487162,790
487524,790
489779,790
100654,120
100858,120
102377,120
104151,120
104179,120
104188,120
106397,120
108232,120
109651,120
109819,120
110361,120
110370,120
110422,120
110529,120
110635,120
110644,120
110662,120
111887,120
111920,120
112172,120
112190,120
113096,120
113193,120
113573,120
113634,120
113856,120
113980,120
114789,120
114859,120
115001,120
117247,120
117645,120
117690,120
117706,120
117724,120
117733,120
118347,120
118912,120
119164,120
119775,120
120342,120
120403,120
120971,120
121044,120
121886,120
122205,120
122375,120
122436,120
122612,120
122791,120
123217,120
123800,120
123952,120
123961,120
125028,120
125499,120
125897,120
126562,120
126614,120
126818,120
126942,120
128902,120
129020,120
129941,120
130110,120
130794,120
130943,120
131283,120
131399,120
131520,120
132903,120
133508,120
133650,120
133669,120
134130,120
134495,120
134608,120
135717,120
135726,120
136233,120
136473,120
137078,120
139755,120
139959,120
140951,120
141574,120
142285,120
143048,120
144740,120
145600,120
145637,120
145725,120
146339,120
149222,120
150136,120
151324,120
152080,120
153603,120
155317,120
157085,120
157951,120
159391,120
159647,120
160658,120
160755,120
161217,120
161767,120
162584,120
163286,120
163295,120
163453,120
164465,120
164872,120
164988,120
166018,120
166629,120
166674,120
166683,120
166939,120
167358,120
167835,120
167905,120
168148,120
168218,120
168227,120
168263,120
168740,120
169716,120
169798,120
170055,120
170240,120
170657,120
170675,120
170976,120
171100,120
172699,120
173911,120
174066,120
175227,120
175652,120
176071,120
176080,120
176372,120
177214,120
178402,120
178891,120
179308,120
179566,120
179867,120
180461,120
181464,120
182281,120
183044,120
183062,120
183080,120
183099,120
183132,120
183859,120
184782,120
185509,120
185828,120
186131,120
186380,120
187532,120
187596,120
187620,120
187985,120
188137,120
189097,120
190150,120
190372,120
190415,120
190567,120
190655,120
191630,120
191968,120
193654,120
194091,120
194578,120
194824,120
196006,120
196024,120
196088,120
196097,120
196103,120
196413,120
197869,120
198464,120
199102,120
199139,120
199193,120
199856,120
200332,120
201441,120
201885,120
203517,120
204024,120
204796,120
207388,120
207500,120
209551,120
209746,120
209807,120
210605,120
211440,120
211556,120
211981,120
212054,120
212878,120
212911,120
213020,120
213358,120
213543,120
213826,120
214777,120
215062,120
215293,120
216296,120
216339,120
216366,120
216764,120
217156,120
217484,120
217493,120
217518,120
217882,120
219356,120
220862,120
221759,120
222178,120
223427,120
224642,120
225511,120
227216,120
227377,120
227526,120
227757,120
227881,120
227924,120
228431,120
228459,120
228723,120
228769,120
228778,120
229027,120
229115,120
230728,120
230746,120
230764,120
230816,120
230898,120
230959,120
230995,120
232450,120
232946,120
233921,120
234076,120
235024,120
235097,120
236939,120
236948,120
238032,120
239309,120
239512,120
240116,120
240365,120
240444,120
240453,120
241410,120
243221,120
243577,120
243601,120
243780,120
366252,120
436818,120
436827,120
436836,120
448886,120
460464,120
463056,120
483124,120
486840,120
487320,120
100654,300
100663,300
100706,300
100724,300
100751,300
100760,300
100812,300
100830,300
100858,300
101028,300
101116,300
101143,300
101161,300
101189,300
101240,300
101286,300
101295,300
101301,300
101365,300
101462,300
101480,300
101505,300
101514,300
101569,300
101602,300
101675,300
101693,300
101736,300
101879,300
101897,300
101912,300
102030,300
102049,300
102076,300
102094,300
102298,300
102313,300
102368,300
102377,300
102429,300
102553,300
102614,300
102711,300
102845,300
104151,300
104160,300
104179,300
104346,300
104425,300
104577,300
104708,300
104717,300
105145,300
105154,300
105206,300
105297,300
105330,300
105349,300
105367,300
105428,300
105525,300
105668,300
105747,300
105792,300
106148,300
106245,300
106342,300
106397,300
106412,300
106449,300
106458,300
106467,300
106625,300
106704,300
106980,300
106999,300
107044,300
107071,300
107080,300
107318,300
107460,300
107488,300
107512,300
107521,300
107549,300
107585,300
107600,300
107619,300
107637,300
107664,300
107725,300
107974,300
107983,300
107992,300
108092,300
108232,300
108667,300
108807,300
109208,300
109350,300
109651,300
109730,300
109785,300
109819,300
110097,300
110246,300
110334,300
110361,300
110404,300
110413,300
110422,300
110486,300
110495,300
110510,300
110529,300
110538,300
110547,300
110556,300
110565,300
110574,300
110583,300
110592,300
110608,300
110617,300
110635,300
110644,300
110653,300
110662,300
110671,300
110680,300
110705,300
110714,300
111434,300
111461,300
111887,300
111896,300
111920,300
111939,300
111948,300
112172,300
112190,300
112260,300
112288,300
112385,300
112394,300
112561,300
112686,300
112826,300
113096,300
113111,300
113193,300
113218,300
113236,300
113333,300
113573,300
113634,300
113856,300
113980,300
114123,300
114716,300
114789,300
114859,300
114938,300
115001,300
115126,300
115296,300
115393,300
115409,300
115755,300
115861,300
116439,300
117052,300
117140,300
117195,300
117247,300
117627,300
117645,300
117690,300
117706,300
117715,300
117724,300
117733,300
117751,300
117788,300
117867,300
117894,300
117946,300
118189,300
118198,300
118347,300
118684,300
118718,300
118772,300
118888,300
118912,300
118930,300
118976,300
119067,300
119137,300
119164,300
119216,300
119331,300
119605,300
120184,300
120254,300
120290,300
120342,300
120421,300
120883,300
120953,300
120971,300
121044,300
121150,300
121257,300
121309,300
121345,300
121363,300
121619,300
121691,300
121707,300
121886,300
121901,300
122180,300
122205,300
122339,300
122375,300
122384,300
122409,300
122436,300
122597,300
122612,300
122658,300
122685,300
122746,300
122755,300
122791,300
122834,300
122889,300
122931,300
122977,300
123013,300
123165,300
123217,300
123299,300
123341,300
123484,300
123493,300
123509,300
123527,300
123563,300
123572,300
123651,300
123800,300
123961,300
124113,300
125091,300
125170,300
125231,300
125462,300
125471,300
125499,300
125727,300
126119,300
126207,300
126289,300
126562,300
126580,300
126614,300
126669,300
126678,300
126711,300
126775,300
126818,300
126827,300
126863,300
126942,300
127060,300
127158,300
127200,300
127556,300
127565,300
127820,300
127884,300
127909,300
127918,300
127945,300
128106,300
128179,300
128328,300
128391,300
128577,300
128674,300
128744,300
128771,300
128780,300
128902,300
129020,300
129215,300
129242,300
129367,300
129482,300
129525,300
129543,300
129695,300
129729,300
129756,300
129941,300
130004,300
130217,300
130226,300
130253,300
130396,300
130493,300
130590,300
130606,300
130697,300
130776,300
130794,300
130907,300
130934,300
130943,300
130989,300
131113,300
131159,300
131283,300
131399,300
131450,300
131469,300
131496,300
131520,300
131803,300
132374,300
132471,300
132602,300
132657,300
132675,300
132693,300
132709,300
132851,300
132903,300
132976,300
133021,300
133155,300
133386,300
133465,300
133492,300
133508,300
133553,300
133650,300
133669,300
133702,300
133881,300
133951,300
133960,300
133979,300
133997,300
134079,300
134097,300
134112,300
134130,300
134237,300
134291,300
134343,300
134495,300
134608,300
134811,300
134945,300
135081,300
135160,300
135179,300
135188,300
135267,300
135276,300
135391,300
135407,300
135522,300
135717,300
135726,300
135735,300
136145,300
136172,300
136215,300
136233,300
136330,300
136358,300
136400,300
136473,300
136491,300
136516,300
136659,300
136765,300
136826,300
136950,300
137032,300
137078,300
137096,300
137120,300
137209,300
137245,300
137281,300
137315,300
137351,300
137476,300
137546,300
137759,300
137801,300
137847,300
137865,300
138187,300
138284,300
138293,300
138309,300
138354,300
138372,300
138479,300
138488,300
138497,300
138558,300
138655,300
138682,300
138716,300
138813,300
138840,300
138947,300
138956,300
139278,300
139311,300
139357,300
139366,300
139384,300
139393,300
139579,300
139630,300
139658,300
139719,300
139755,300
139764,300
139861,300
139931,300
139940,300
139959,300
139986,300
140003,300
140012,300
140243,300
140252,300
140331,300
140340,300
140447,300
140553,300
140678,300
140942,300
140960,300
140988,300
141006,300
141060,300
141255,300
141264,300
141334,300
141486,300
141565,300
141574,300
141644,300
141680,300
141796,300
141811,300
142115,300
142179,300
142276,300
142285,300
142328,300
142443,300
142461,300
142522,300
142559,300
142887,300
143084,300
143118,300
143215,300
143279,300
143288,300
143358,300
143613,300
144005,300
144050,300
144157,300
144166,300
144175,300
144184,300
144193,300
144209,300
144218,300
144281,300
144351,300
144564,300
144740,300
144865,300
144883,300
144892,300
144944,300
144962,300
145336,300
145521,300
145600,300
145619,300
145637,300
145646,300
145682,300
145691,300
145707,300
145725,300
145813,300
145831,300
146205,300
146278,300
146296,300
146348,300
146366,300
146418,300
146427,300
146472,300
146481,300
146506,300
146603,300
146612,300
146685,300
146719,300
147004,300
147013,300
147165,300
147341,300
147378,300
147396,300
147411,300
147660,300
147703,300
147767,300
147776,300
147800,300
147828,300
147916,300
148007,300
148016,300
148131,300
148256,300
148292,300
148335,300
148380,300
148399,300
148405,300
148487,300
148496,300
148584,300
148627,300
148654,300
148672,300
148821,300
148876,300
148937,300
148991,300
149222,300
149231,300
149365,300
149505,300
149532,300
149727,300
149772,300
149781,300
149842,300
150048,300
150066,300
150136,300
150163,300
150172,300
150400,300
150455,300
150534,300
150604,300
150668,300
150677,300
150756,300
150941,300
150987,300
151102,300
151111,300
151263,300
151290,300
151306,300
151324,300
151333,300
151342,300
151351,300
151360,300
151379,300
151388,300
151458,300
151467,300
151777,300
151786,300
151801,300
152080,300
152318,300
152530,300
152567,300
152600,300
152637,300
152992,300
153001,300
153108,300
153126,300
153144,300
153162,300
153214,300
153250,300
153269,300
153278,300
153302,300
153311,300
153366,300
153375,300
153384,300
153409,300
153418,300
153445,300
153472,300
153524,300
153533,300
153603,300
153630,300
153658,300
153737,300
153825,300
153834,300
153861,300
153922,300
154004,300
154013,300
154059,300
154095,300
154101,300
154110,300
154235,300
154350,300
154378,300
154396,300
154493,300
154527,300
154572,300
154590,300
154642,300
154688,300
154697,300
154712,300
154749,300
154800,300
154925,300
154998,300
155007,300
155025,300
155052,300
155061,300
155089,300
155104,300
155186,300
155195,300
155201,300
155210,300
155292,300
155317,300
155335,300
155399,300
155414,300
155423,300
155487,300
155566,300
155593,300
155618,300
155636,300
155681,300
155715,300
155858,300
155900,300
156082,300
156107,300
156125,300
156134,300
156231,300
156286,300
156295,300
156338,300
156356,300
156365,300
156392,300
156408,300
156541,300
156620,300
156648,300
156745,300
156790,300
156851,300
156860,300
156921,300
157021,300
157058,300
157085,300
157304,300
157331,300
157386,300
157401,300
157438,300
157447,300
157483,300
157535,300
157553,300
157711,300
157739,300
157793,300
157809,300
157818,300
157863,300
157951,300
158343,300
158431,300
158662,300
158802,300
159009,300
159197,300
159391,300
159407,300
159416,300
159647,300
159656,300
159717,300
159939,300
159993,300
160010,300
160038,300
160524,300
160579,300
160612,300
160621,300
160630,300
160649,300
160658,300
160667,300
160755,300
160904,300
160913,300
160940,300
161004,300
161077,300
161086,300
161138,300
161192,300
161217,300
161226,300
161235,300
161253,300
161484,300
161518,300
161545,300
161554,300
161563,300
161581,300
161688,300
161767,300
161864,300
161873,300
162007,300
162061,300
162104,300
162122,300
162168,300
162210,300
162283,300
162557,300
162584,300
162609,300
162654,300
162681,300
162690,300
162706,300
162760,300
162779,300
162928,300
163046,300
163204,300
163268,300
163286,300
163338,300
163426,300
163453,300
163462,300
163657,300
163851,300
163912,300
164076,300
164155,300
164173,300
164216,300
164270,300
164313,300
164465,300
164562,300
164632,300
164641,300
164739,300
164748,300
164775,300
164924,300
164988,300
165015,300
165024,300
165033,300
165112,300
165194,300
165334,300
165529,300
165556,300
165644,300
165699,300
165802,300
165820,300
165866,300
165936,300
165981,300
166018,300
166027,300
166124,300
166133,300
166513,300
166629,300
166638,300
166647,300
166683,300
166823,300
166850,300
166887,300
166939,300
166957,300
167251,300
167288,300
167312,300
167358,300
167376,300
167394,300
167525,300
167534,300
167631,300
167729,300
167783,300
167792,300
167835,300
167899,300
167905,300
167987,300
167996,300
168005,300
168148,300
168218,300
168227,300
168254,300
168263,300
168281,300
168342,300
168421,300
168430,300
168591,300
168607,300
168740,300
168786,300
168847,300
168883,300
169080,300
169248,300
169275,300
169327,300
169363,300
169479,300
169521,300
169798,300
169910,300
169974,300
169983,300
169992,300
170055,300
170082,300
170240,300
170301,300
170444,300
170532,300
170541,300
170550,300
170620,300
170639,300
170657,300
170675,300
170790,300
170806,300
